Name DE;Name;Cardtype;Type;Tera;HP;Evolves from DE;Evolves from;Ability DE;Ability;Ability text DE;Ability text;Attack 1 cost;Attack 1 name DE;Attack 1 name;Attack 1 damage;Effect Attack 1 DE;Effect Attack 1;Attack 2 cost;Attack 2 name DE;Attack 2 name;Attack 2 damage;Effect Attack 2 DE;Effect Attack 2;Weakness;Resistance;Retreat cost;Set;#;Regulation;Set Name;URL DE;URL
Ditto;Ditto;Basic;Colorless;;70;;;Plötzliche Transformation;Sudden Transformation;Dieses Pokémon kann die Attacken 1 beliebigen Basis-Pokémon in deinem Ablagestapel, außer Pokémon, die ein Regelfeld haben (Pokémon V, Pokémon-GX usw. haben Regelfelder), einsetzen. (Du benötigst jedoch die jeweils für die Attacke notwendige Energie.);This Pokémon can use the attacks of any Basic Pokémon in your discard pile, except for Pokémon with a Rule Box (Pokémon V, Pokémon-GX, etc. have Rule Boxes). (You still need the necessary Energy to use each attack.);;;;;;;;;;;;;Fighting;;1;CRZ;GG22;F;Zenit der Könige (CRZ);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/CRZ/CRZ_GG22_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/CRZ/CRZ_GG22_R_EN_LG.png
Dummisel;Dunsparce;Basic;Colorless;;60;;;Geheimnisvolles Nest;Mysterious Nest;[C]-Pokémon im Spiel (deine und die deines Gegners) haben keine Schwäche.;[C] Pokémon in play (both yours and your opponent's) have no Weakness.;CC;Walzer ;Rollout ;30;;;;;;;;;Fighting;;1;CRZ;GG23;E;Zenit der Könige (CRZ);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/CRZ/CRZ_GG23_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/CRZ/CRZ_GG23_R_EN_LG.png
Miltank;Miltank;Basic;Colorless;;110;;;Wundersamer Körper;Miracle Body;Verhindere allen Schaden, der diesem Pokémon durch Attacken von Pokémon-V deines Gegners zugefügt wird.;Prevent all damage done to this Pokémon by attacks from your opponent's Pokémon V.;CC;Verheerung ;Rout ;10+;Diese Attacke fügt für jedes Pokémon auf der Bank deines Gegners 20 Schadenspunkte mehr zu.;This attack does 20 more damage for each of your opponent's Benched Pokémon.;;;;;;;Fighting;;2;CRZ;GG24;F;Zenit der Könige (CRZ);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/CRZ/CRZ_GG24_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/CRZ/CRZ_GG24_R_EN_LG.png
Wablu;Swablu;Basic;Colorless;;50;;;;;;;C;Überraschungsangriff ;Surprise Attack ;30;Wirf 1 Münze. Bei Zahl hat diese Attacke keine Auswirkungen.;Flip a coin. If tails, this attack does nothing.;;;;;;;Lightning;Fighting;1;CRZ;GG27;E;Zenit der Könige (CRZ);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/CRZ/CRZ_GG27_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/CRZ/CRZ_GG27_R_EN_LG.png
Bidiza;Bidoof;Basic;Colorless;;60;;;Gelassene Miene;Carefree Countenance;Solange sich dieses Pokémon auf deiner Bank befindet, verhindere allen Schaden, der diesem Pokémon durch Attacken (deine und die deines Gegners) zugefügt wird.;As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent's).;CC;Hyperzahn ;Hyper Fang ;30;Wirf 1 Münze. Bei Zahl hat diese Attacke keine Auswirkungen.;Flip a coin. If tails, this attack does nothing.;;;;;;;Fighting;;1;CRZ;GG29;F;Zenit der Könige (CRZ);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/CRZ/CRZ_GG29_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/CRZ/CRZ_GG29_R_EN_LG.png
Hops Relaxo;Hop's Snorlax;Basic;Colorless;;150;;;Extraportion;Extra Helpings;"Die von deinen Hops Pokémon eingesetzten Attacken fügen dem Aktiven Pokémon deines Gegners 30 Schadenspunkte mehr zu (bevor Schwäche und Resistenz verrechnet werden).
                                                    Der Effekt von Extraportion stapelt sich nicht.";"Attacks used by your Hop's Pokémon do 30 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance). The effect of Extra Helpings doesn't
                                                    stack.";CCC;Dynamische Presse ;Dynamic Press ;140;Dieses Pokémon fügt auch sich selbst 80 Schadenspunkte zu.;This Pokémon also does 80 damage to itself.;;;;;;;Fighting;;4;JTG;117;I;Reisegefährten (JTG);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_117_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_117_R_EN_LG.png
Wiesor;Sentret;Basic;Colorless;;60;;;;;;;C;Klatscher ;Smack ;20;;;;;;;;;Fighting;;1;JTG;118;I;Reisegefährten (JTG);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_118_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_118_R_EN_LG.png
Dummisel;Dunsparce;Basic;Colorless;;70;;;;;;;C;Platztausch;Trading Places;;Tausche dieses Pokémon gegen 1 Pokémon auf deiner Bank aus.;Switch this Pokémon with 1 of your Benched Pokémon.;CC;Ramme ;Ram ;20;;;Fighting;;1;JTG;120;I;Reisegefährten (JTG);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_120_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_120_R_EN_LG.png
Kecleon;Kecleon;Basic;Colorless;;80;;;;;;;CCC;Tarnangriff ;Stealth Attack ;80;Wirf 1 Münze. Verhindere bei Kopf während des nächsten Zuges deines Gegners allen Schaden durch und alle Effekte von Attacken, die diesem Pokémon zugefügt werden.;Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokémon.;;;;;;;Fighting;;1;JTG;122;H;Reisegefährten (JTG);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_122_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_122_R_EN_LG.png
Tropius;Tropius;Basic;Colorless;;110;;;;;;;C;Obsternte;Fruit Bearing;;Lege 1 Karte aus deiner Hand auf deinen Ablagestapel. Wenn du das machst, ziehe 3 Karten.;Discard a card from your hand. If you do, draw 3 cards.;CC;Windstoß ;Gust ;50;;;Lightning;Fighting;1;JTG;123;H;Reisegefährten (JTG);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_123_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_123_R_EN_LG.png
Ohrdoch;Audino;Basic;Colorless;;110;;;;;;;C;Herbeiwinken;Beckon;;Nimm 1 Unterstützerkarte aus deinem Ablagestapel auf deine Hand.;Put a Supporter card from your discard pile into your hand.;CCC;Zen-Kopfstoß ;Zen Headbutt ;70;;;Fighting;;1;JTG;124;H;Reisegefährten (JTG);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_124_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_124_R_EN_LG.png
Picochilla;Minccino;Basic;Colorless;;70;;;;;;;C;Hieb ;Slap ;20;;;;;;;;;Fighting;;1;JTG;125;H;Reisegefährten (JTG);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_125_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_125_R_EN_LG.png
eF-eM;Noibat;Basic;Colorless;;60;;;;;;;C;Schnellzieher ;Rapid Draw ;10;Ziehe 1 Karte.;Draw a card.;;;;;;;Lightning;Fighting;1;JTG;127;I;Reisegefährten (JTG);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_127_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_127_R_EN_LG.png
Koalelu;Komala;Basic;Colorless;;100;;;;;;;C;Schlummerhieb ;Slumbering Smack ;30;Beide Aktiven Pokémon schlafen jetzt. Während deines nächsten Zuges fügen die von diesem Pokémon eingesetzten Attacken dem Aktiven Pokémon deines Gegners 100 Schadenspunkte mehr zu (bevor Schwäche und Resistenz verrechnet werden).;Both Active Pokémon are now Asleep. During your next turn, attacks used by this Pokémon do 100 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).;;;;;;;Fighting;;2;JTG;129;I;Reisegefährten (JTG);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_129_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_129_R_EN_LG.png
Sen-Long;Drampa;Basic;Colorless;;120;;;;;;;C;Ramme ;Ram ;30;;;CC;Drachenklaue ;Dragon Claw ;50;;;Fighting;;2;JTG;130;H;Reisegefährten (JTG);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_130_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_130_R_EN_LG.png
Raffel;Skwovet;Basic;Colorless;;60;;;;;;;C;Sammeln;Collect;;Ziehe 1 Karte.;Draw a card.;CC;Nagen ;Gnaw ;20;;;Fighting;;1;JTG;131;H;Reisegefährten (JTG);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_131_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_131_R_EN_LG.png
Hops Meikro;Hop's Rookidee;Basic;Colorless;;60;;;;;;;C;Einschüchterndes Starren;Intimidating Stare;;Während des nächsten Zuges deines Gegners fügen die vom Verteidigenden Pokémon eingesetzten Attacken 20 Schadenspunkte weniger zu (bevor Schwäche und Resistenz verrechnet werden).;During your opponent's next turn, attacks used by the Defending Pokémon do 20 less damage (before applying Weakness and Resistance).;CC;Pikser ;Peck ;20;;;Lightning;Fighting;1;JTG;133;I;Reisegefährten (JTG);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_133_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_133_R_EN_LG.png
Hops Wolly;Hop's Wooloo;Basic;Colorless;;70;;;;;;;CCC;Schmetterkick ;Smash Kick ;50;;;;;;;;;Fighting;;1;JTG;135;I;Reisegefährten (JTG);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_135_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_135_R_EN_LG.png
Urgl;Cramorant;Basic;Colorless;;110;;;;;;;CC;Pausenloses Spucken ;Ceaseless Spitting ;50×;Wirf so lange 1 Münze, bis sie Zahl zeigt. Diese Attacke fügt 50 Schadenspunkte pro Kopf zu.;Flip a coin until you get tails. This attack does 50 damage for each heads.;;;;;;;Lightning;Fighting;1;JTG;137;H;Reisegefährten (JTG);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_137_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_137_R_EN_LG.png
Hops Urgl;Hop's Cramorant;Basic;Colorless;;110;;;;;;;C;Wankelmütiges Spucken ;Fickle Spitting ;120;Wenn dein Gegner nicht genau 3 oder 4 verbleibende Preiskarten hat, hat diese Attacke keine Auswirkungen.;If your opponent doesn't have exactly 3 or 4 Prize cards remaining, this attack does nothing.;;;;;;;Lightning;Fighting;1;JTG;138;I;Reisegefährten (JTG);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_138_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_138_R_EN_LG.png
Ferkuli;Lechonk;Basic;Colorless;;70;;;;;;;C;Ramme ;Ram ;10;;;;;;;;;Fighting;;1;JTG;139;H;Reisegefährten (JTG);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_139_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_139_R_EN_LG.png
Krawalloro;Squawkabilly;Basic;Colorless;;70;;;;;;;C;Hinzufügen;Add On;;Ziehe 2 Karten.;Draw 2 cards.;CC;Schallwelle ;Hyper Voice ;40;;;Lightning;Fighting;1;JTG;141;H;Reisegefährten (JTG);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_141_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_141_R_EN_LG.png
eF-eM;Noibat;Basic;Colorless;;60;;;;;;;C;Schnellzieher ;Rapid Draw ;10;Ziehe 1 Karte.;Draw a card.;;;;;;;Lightning;Fighting;1;JTG;169;I;Reisegefährten (JTG);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_169_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_169_R_EN_LG.png
Hops Wolly;Hop's Wooloo;Basic;Colorless;;70;;;;;;;CCC;Schmetterkick ;Smash Kick ;50;;;;;;;;;Fighting;;1;JTG;170;I;Reisegefährten (JTG);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_170_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_170_R_EN_LG.png
Tauboss V;Pidgeot V;Basic;Colorless;;210;;;Fluchtflügel;Vanishing Wings;Einmal während deines Zuges, wenn sich dieses Pokémon auf deiner Bank befindet, kannst du es und alle angelegten Karten in dein Deck mischen.;Once during your turn, if this Pokémon is on your Bench, you may shuffle it and all attached cards into your deck.;CCC;Gleitflug ;Flight Surf ;80+;Wenn du eine Stadionkarte im Spiel hast, fügt diese Attacke 80 Schadenspunkte mehr zu.;If you have a Stadium in play, this attack does 80 more damage.;;;;;;;Lightning;Fighting;1;LOR;137;F;Verlorener Ursprung (LOR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_137_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_137_R_EN_LG.png
Schlurp;Lickitung;Basic;Colorless;;110;;;;;;;CC;Sabbern ;Drool ;30;;;;;;;;;Fighting;;4;LOR;138;F;Verlorener Ursprung (LOR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_138_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_138_R_EN_LG.png
Porygon;Porygon;Basic;Colorless;;60;;;;;;;C;Zweigkalkulation;Branch Calculation;;Schau dir die obersten 4 Karten des Decks eines der beiden Spieler an und lege sie in beliebiger Reihenfolge zurück auf sein Deck.;Look at the top 4 cards of either player's deck and put them back in any order.;C;Strahl ;Beam ;10;;;Fighting;;1;LOR;140;F;Verlorener Ursprung (LOR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_140_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_140_R_EN_LG.png
Relaxo;Snorlax;Basic;Colorless;;150;;;Unbeirrtes Fett;Unfazed Fat;Verhindere alle Effekte von Attacken der Pokémon deines Gegners, die diesem Pokémon zugefügt werden. (Schaden ist kein Effekt.);Prevent all effects of attacks from your opponent's Pokémon done to this Pokémon. (Damage is not an effect.);CCC;Dumpfes Geschnarche ;Thumping Snore ;180;Dieses Pokémon schläft jetzt. Wirf beim Pokémon-Check 2 Münzen anstelle von 1. Wenn eine oder beide Münzen Zahl zeigen, schläft dieses Pokémon weiter.;This Pokémon is now Asleep. During Pokémon Checkup, flip 2 coins instead of 1. If either of them is tails, this Pokémon is still Asleep.;;;;;;;Fighting;;4;LOR;143;F;Verlorener Ursprung (LOR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_143_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_143_R_EN_LG.png
Griffel;Aipom;Basic;Colorless;;60;;;;;;;C;Frecher Schweif;Mischievous Tail;;Schau dir die oberste Karte des Decks deines Gegners an. Du kannst deinen Gegner dazu veranlassen, sein Deck zu mischen.;Look at the top card of your opponent's deck. You may have your opponent shuffle their deck.;C;Kratzer ;Scratch ;10;;;Fighting;;1;LOR;144;F;Verlorener Ursprung (LOR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_144_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_144_R_EN_LG.png
Hisui-Zoroark V;Hisuian Zoroark V;Basic;Colorless;;210;;;;;;;0;Rückkehr in die Leere ;Void Return ;30;Du kannst dieses Pokémon gegen 1 Pokémon auf deiner Bank austauschen.;You may switch this Pokémon with 1 of your Benched Pokémon.;CCC;Schattensturm ;Shadow Cyclone ;130;Verschiebe 1 Energie von diesem Pokémon auf 1 Pokémon auf deiner Bank.;Move an Energy from this Pokémon to 1 of your Benched Pokémon.;Fighting;;2;LOR;146;F;Verlorener Ursprung (LOR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_146_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_146_R_EN_LG.png
Bisofank;Bouffalant;Basic;Colorless;;130;;;;;;;CCC;Nirgendwo-Kopfstoß ;Lost Headbutt ;50;Lege 1 an das Aktive Pokémon deines Gegners angelegte Energie ins Nirgendwo.;Put an Energy attached to your opponent's Active Pokémon in the Lost Zone.;CCCC;Superstarke Hörner ;Superpowered Horns ;120;;;Fighting;;2;LOR;148;F;Verlorener Ursprung (LOR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_148_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_148_R_EN_LG.png
Koalelu;Komala;Basic;Colorless;;100;;;Alles nur ein Traum;All Just a Dream;Wenn dieses Pokémon schläft und durch Schaden einer Attacke der Pokémon deines Gegners kampfunfähig wird, kann dein Gegner dafür keine Preiskarten nehmen.;If this Pokémon is Asleep and is Knocked Out by damage from an attack from your opponent's Pokémon, your opponent can't take any Prize cards for it.;CC;Kollaps ;Collapse ;60;Dieses Pokémon schläft jetzt.;This Pokémon is now Asleep.;;;;;;;Fighting;;2;LOR;149;F;Verlorener Ursprung (LOR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_149_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_149_R_EN_LG.png
Raffel;Skwovet;Basic;Colorless;;60;;;;;;;C;Nagen ;Gnaw ;20;;;;;;;;;Fighting;;1;LOR;150;F;Verlorener Ursprung (LOR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_150_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_150_R_EN_LG.png
Tauboss V;Pidgeot V;Basic;Colorless;;210;;;Fluchtflügel;Vanishing Wings;Einmal während deines Zuges, wenn sich dieses Pokémon auf deiner Bank befindet, kannst du es und alle angelegten Karten in dein Deck mischen.;Once during your turn, if this Pokémon is on your Bench, you may shuffle it and all attached cards into your deck.;CCC;Gleitflug ;Flight Surf ;80+;Wenn du eine Stadionkarte im Spiel hast, fügt diese Attacke 80 Schadenspunkte mehr zu.;If you have a Stadium in play, this attack does 80 more damage.;;;;;;;Lightning;Fighting;1;LOR;188;F;Verlorener Ursprung (LOR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_188_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_188_R_EN_LG.png
Relaxo;Snorlax;Basic;Colorless;;150;;;Unbeirrtes Fett;Unfazed Fat;Verhindere alle Effekte von Attacken der Pokémon deines Gegners, die diesem Pokémon zugefügt werden. (Schaden ist kein Effekt.);Prevent all effects of attacks from your opponent's Pokémon done to this Pokémon. (Damage is not an effect.);CCC;Dumpfes Geschnarche ;Thumping Snore ;180;Dieses Pokémon schläft jetzt. Wirf beim Pokémon-Check 2 Münzen anstelle von 1. Wenn eine oder beide Münzen Zahl zeigen, schläft dieses Pokémon weiter.;This Pokémon is now Asleep. During Pokémon Checkup, flip 2 coins instead of 1. If either of them is tails, this Pokémon is still Asleep.;;;;;;;Fighting;;4;LOR;TG10;F;Verlorener Ursprung (LOR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_TG10_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_TG10_R_EN_LG.png
Formeo;Castform;Basic;Colorless;;70;;;Wetterlesen;Weather Reading;Wenn du 8 oder mehr Stadionkarten in deinem Ablagestapel hast, ignoriere alle Energien in den Attackenkosten dieses Pokémon.;If you have 8 or more Stadium cards in your discard pile, ignore all Energy in this Pokémon's attack costs.;CCC;Wetterkraft ;Weather Force ;80;Ziehe so lange Karten, bis du 6 Karten auf deiner Hand hast.;Draw cards until you have 6 cards in your hand.;;;;;;;Fighting;;0;LOR;TG11;E;Verlorener Ursprung (LOR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_TG11_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_TG11_R_EN_LG.png
Taubsi;Pidgey;Basic;Colorless;;50;;;;;;;C;Familienruf;Call for Family;;Durchsuche dein Deck nach bis zu 2 Basis-Pokémon und lege sie auf deine Bank. Mische anschließend dein Deck.;Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck.;CC;Tackle ;Tackle ;20;;;Lightning;Fighting;1;MEW;16;G;Pokémon 151 (MEW);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_016_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_016_R_EN_LG.png
Rattfratz;Rattata;Basic;Colorless;;40;;;;;;;CC;Wundnager ;Gnaw the Wound ;20+;Diese Attacke fügt für jede Schadensmarke auf dem Aktiven Pokémon deines Gegners 10 Schadenspunkte mehr zu.;This attack does 10 more damage for each damage counter on your opponent's Active Pokémon.;;;;;;;Fighting;;1;MEW;19;G;Pokémon 151 (MEW);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_019_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_019_R_EN_LG.png
Habitak;Spearow;Basic;Colorless;;50;;;Entwicklungsvorteil;Evolutionary Advantage;Wenn du als Zweiter am Zug bist, kann sich dieses Pokémon während deines ersten Zuges entwickeln.;If you go second, this Pokémon can evolve during your first turn.;C;Tempohechtsprung ;Speed Dive ;10;;;;;;;;;Lightning;Fighting;1;MEW;21;G;Pokémon 151 (MEW);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_021_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_021_R_EN_LG.png
Pummeluff;Jigglypuff;Basic;Colorless;;70;;;;;;;C;Führen;Lead;;Durchsuche dein Deck nach 1 Unterstützerkarte, zeige sie deinem Gegner und nimm sie auf deine Hand. Mische anschließend dein Deck.;Search your deck for a Supporter card, reveal it, and put it into your hand. Then, shuffle your deck.;CC;Hopphopphurra ;Stompy Stomp ;20×;Wirf 2 Münzen. Diese Attacke fügt 20 Schadenspunkte pro Kopf zu.;Flip 2 coins. This attack does 20 damage for each heads.;Fighting;;1;MEW;39;G;Pokémon 151 (MEW);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_039_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_039_R_EN_LG.png
Mauzi;Meowth;Basic;Colorless;;70;;;;;;;;;Come Here Right Meow;;Wirf 1 Münze. Wechsle bei Kopf 1 Pokémon von der Bank deines Gegners in die Aktive Position ein.;Flip a coin. If heads, switch in 1 of your opponent's Benched Pokémon to the Active Spot.;CC;Schaufelkrallen ;Dig Claws ;20;;;Fighting;;1;MEW;52;G;Pokémon 151 (MEW);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_052_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_052_R_EN_LG.png
Porenta;Farfetch'd;Basic;Colorless;;90;;;;;;;C;Pauschale;Package Deal;;Ziehe 2 Karten.;Draw 2 cards.;C;Lauchvermöbler ;Leek Clobber ;30;;;Lightning;Fighting;1;MEW;83;G;Pokémon 151 (MEW);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_083_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_083_R_EN_LG.png
