Name DE;Name;Cardtype;Type;HP;Evolves from;Ability;Ability text;Attack 1 cost;Attack 1 name;Attack 1 name EN;Attack 1 damage;Effect 1;Attack 2 cost;Attack 2 name;Attack 2 name EN;Attack 2 damage;Effect 2;Weakness;Resistance;Retreat cost;Set;#;Regulation;Set Name;URL
Kirlia;Kirlia;Phase 1 - Entwickelt sich aus Trasla;Psycho;90;;;;P;Blitz-Teleportation ;Teleportation Burst;30;Tausche dieses Pokemon gegen 1 Pokemon auf deiner Bank aus.;;;;;;Finsternis;Kampf;1;ASR;61;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_061_R_DE_LG.png
Galagladi;Gallade;Phase 2 - Entwickelt sich aus Kirlia;Psycho;160;;Kumpelfang;Einmal während deines Zuges kannst du dein Deck nach 1 Unterstützerkarte durchsuchen, sie deinem Gegner zeigen und auf deine Hand nehmen. Mische anschließend dein Deck.;PCC;Wirbelnder Schnitt ;Swirling Slice;160;Verschiebe 1 Energie von diesem Pokemon auf 1 Pokemon auf deiner Bank.;;;;;;Finsternis;Kampf;2;ASR;62;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_062_R_DE_LG.png
Driftlon;Drifloon;Basis;Psycho;60;;;;P;Dreifachdreher ;Triple Spin;10*;Wirf 3 Münzen. Diese Attacke fügt 10 Schadenspunkte pro Kopf zu.;;;;;;Finsternis;Kampf;1;ASR;63;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_063_R_DE_LG.png
Drifzepeli;Drifblim;Phase 1 - Entwickelt sich aus Driftlon;Psycho;110;;;;P;Spukballon ;Spooky Balloon;50;Lege 2 Schadensmarken auf 1 Pokemon auf der Bank deines Gegners.;;;;;;Finsternis;Kampf;1;ASR;64;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_064_R_DE_LG.png
Selfe;Uxie;Basis;Psycho;70;;;;C;Weises Geleit;Wise Guidance;;Durchsuche dein Deck nach 1 Karte und nimm sie auf deine Hand. Mische anschließend dein Deck.;P;Psychoschuss ;Psyshot;20;;Finsternis;Kampf;1;ASR;65;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_065_R_DE_LG.png
Vesprit;Mesprit;Basis;Psycho;70;;Gedankengardine;Wenn du Selfe und Tobutz im Spiel hast, haben deine Pokemon keine Schwäche.;PP;Zen-Kopfstoß ;Zen Headbutt;30;;;;;;;Finsternis;Kampf;1;ASR;66;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_066_R_DE_LG.png
Tobutz;Azelf;Basis;Psycho;70;;;;P;Gedankenverbiegung ;Mind Bend;30;Das Aktive Pokemon deines Gegners ist jetzt verwirrt.;;;;;;Finsternis;Kampf;1;ASR;67;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_067_R_DE_LG.png
Diancie;Diancie;Basis;Psycho;90;;Schleier der Prinzessin;Solange dieses Pokemon in der Aktiven Position ist, verhindere jedes Mal, wenn dein Gegner 1 Unterstützerkarte aus seiner Hand spielt, alle Effekte jener Karte, die den Basis-Pokemon auf deiner Bank zugefügt werden.;C;Stachelzug ;Spike Draw;20;Ziehe 2 Karten.;;;;;;Metall;;1;ASR;68;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_068_R_DE_LG.png
Damythir;Wyrdeer;Phase 1 - Entwickelt sich aus Damhirplex;Psycho;140;;Eiliger Gang;Einmal während deines Zuges kannst du 1 Karte ziehen.;CC;Sondersensor ;Extrasensory;40+;Wenn du genauso viele Karten auf der Hand hast wie dein Gegner, fügt diese Attacke 80 Schadenspunkte mehr zu.;;;;;;Finsternis;Kampf;2;ASR;69;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_069_R_DE_LG.png
Hisui-Fukano;Hisuian Growlithe;Basis;Kampf;80;;;;0;Defensive Haltung;Defensive Posture;;Wirf 1 Münze. Verhindere bei Kopf während des nächsten Zuges deines Gegners allen Schaden, der diesem Pokemon durch Attacken zugefügt wird.;FC;Biss ;Bite;30;;Pflanze;;2;ASR;70;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_070_R_DE_LG.png
Hisui-Arkani;Hisuian Arcanine;Phase 1 - Entwickelt sich aus Hisui-Fukano;Kampf;150;;;;FC;Felsenquetscher ;Boulder Crush;50;;FFC;Versengendes Horn ;Scorching Horn;80+;Wenn an dieses Pokemon mindestens 1 [R]-Energie angelegt ist, fügt diese Attacke 80 Schadenspunkte mehr zu und das Aktive Pokemon deines Gegners ist jetzt verbrannt.;Pflanze;;2;ASR;71;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_071_R_DE_LG.png
Machomei V;Machamp V;Basis;Kampf;220;;;;FC;Vergeltungsschlag ;Revenge Buster;50+;Wenn auf den Pokemon auf deiner Bank mindestens 1 Schadensmarke liegt, fügt diese Attacke 50 Schadenspunkte mehr zu.;FFC;Geowurf ;Seismic Toss;140;;Psycho;;3;ASR;72;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_072_R_DE_LG.png
Machomei VMAX;Machamp VMAX;VMAX - Entwickelt sich aus Machomei V;Kampf;330;;;;FC;Vergeltungsschlag ;Revenge Buster;80+;Wenn auf den Pokemon auf deiner Bank mindestens 1 Schadensmarke liegt, fügt diese Attacke 140 Schadenspunkte mehr zu.;FFC;Giga-Fokusschlag ;G-Max Chi Strike;240;Während deines nächsten Zuges kann dieses Pokemon Giga-Fokusschlag nicht einsetzen.;Psycho;;3;ASR;73;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_073_R_DE_LG.png
Mogelbaum;Sudowoodo;Basis;Kampf;110;;Verduften;Wenn auf diesem Pokemon mindestens 1 Schadensmarke liegt, hat es keine Rückzugskosten.;FF;Risikotackle ;Double-Edge;90;Dieses Pokemon fügt auch sich selbst 30 Schadenspunkte zu.;;;;;;Pflanze;;2;ASR;74;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_074_R_DE_LG.png
Regirock;Regirock;Basis;Kampf;130;;;;C;Regi-Pforte;Regi Gate;;Durchsuche dein Deck nach 1 Basis-Pokemon und lege es auf deine Bank. Mische anschließend dein Deck.;FFC;Gigastoß ;Giga Impact;140;Während deines nächsten Zuges kann dieses Pokemon nicht angreifen.;Pflanze;;3;ASR;75;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_075_R_DE_LG.png
Koknodon;Cranidos;Phase 1 - Entwickelt sich aus;Kampf;90;;;;F;Ramme ;Ram;20;;FF;Steinkante ;Stone Edge;40+;Wirf 1 Münze. Bei Kopf fügt diese Attacke 40 Schadenspunkte mehr zu.;Pflanze;;2;ASR;76;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_076_R_DE_LG.png
Rameidon;Rampardos;Phase 2 - Entwickelt sich aus Koknodon;Kampf;170;;;;F;Abrupter Kopfstoß ;Headbutt Bounce;60;;FF;Jurahammer ;Jurassic Hammer;240;Wenn dein Gegner 3 oder weniger Karten auf seiner Hand hat, hat diese Attacke keine Auswirkungen.;Pflanze;;2;ASR;77;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_077_R_DE_LG.png
Lucario V;Lucario V;Basis;Kampf;210;;;;CC;Schmetterhieb ;Crushing Punch;50;Lege 1 Spezial-Energie vom Aktiven Pokemon deines Gegners auf seinen Ablagestapel.;FCC;Wirbeltritt ;Cyclone Kick;120;;Psycho;;2;ASR;78;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_078_R_DE_LG.png
Hippopotas;Hippopotas;Basis;Kampf;100;;;;FC;Lehmschelle ;Mud-Slap;30;;FCCC;Rolltackle ;Rolling Tackle;90;;Pflanze;;4;ASR;79;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_079_R_DE_LG.png
Hippoterus;Hippowdon;Phase 1 - Entwickelt sich aus Hippopotas;Kampf;150;;;;FCC;Biss ;Bite;80;;FCCC;Sandhauch ;Sand Breath;180;Lege 2 Energien von diesem Pokemon auf deinen Ablagestapel.;Pflanze;;4;ASR;80;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_080_R_DE_LG.png
Strahlendes Resladero;Radiant Hawlucha;Basis;Kampf;90;;Großes Match;Solange sich dieses Pokemon auf deiner Bank befindet, fügen die Attacken deiner Pokemon dem Aktiven Pokemon-VMAX deines Gegners 30 Schadenspunkte mehr zu (bevor Schwäche und Resistenz verrechnet werden).;FC;Drehtritt ;Spiral Kick;50;;;;;;;Psycho;;1;ASR;81;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_081_R_DE_LG.png
Hisui-Silvarro;Hisuian Decidueye;Phase 2 - Entwickelt sich aus Arboretoss;Kampf;160;;;;0;Durchdringende Kralle ;Piercing Claw;30*;Diese Attacke fügt für jede Schadensmarke auf dem Aktiven Pokemon deines Gegners 30 Schadenspunkte zu.;FCC;Direkter Pfeil;Direct Arrow;;Diese Attacke fügt 1 Pokemon deines Gegners 80 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);Psycho;;2;ASR;82;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_082_R_DE_LG.png
Hisui-Silvarro V;Hisuian Decidueye V;Basis;Kampf;220;;;;F;Gebirgsjagd;Mountain Hunt;;Durchsuche dein Deck nach bis zu 2 Karten und nimm sie auf deine Hand. Mische anschließend dein Deck.;FCC;Nahkampfschütze ;Close-Quarters Shooting;100;Der Schaden dieser Attacke wird durch Effekte auf dem Aktiven Pokemon deines Gegners nicht verändert.;Psycho;;2;ASR;83;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_083_R_DE_LG.png
Hisui-Silvarro VSTAR;Hisuian Decidueye VSTAR;VSTAR - Entwickelt sich aus Hisui-Silvarro V;Kampf;270;;Glücksstern;Du kannst während deines Zuges so lange Karten ziehen, bis du 8 Karten auf deiner Hand hast. (Du kannst pro Spiel nur 1 VSTAR-Power einsetzen.);FCC;Saltofedern ;Somersault Feathers;160+;Du kannst bis zu 3 Energiekarten aus deiner Hand auf deinen Ablagestapel legen. Diese Attacke fügt für jede auf diese Weise abgelegte Karte 30 Schadenspunkte mehr zu.;;;;;;Psycho;;2;ASR;84;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_084_R_DE_LG.png
Axantor;Kleavor;Phase 1 - Entwickelt sich aus Sichlor;Kampf;140;;;;CC;Verheerung ;Rout;10+;Diese Attacke fügt für jedes Pokemon auf der Bank deines Gegners 30 Schadenspunkte mehr zu.;FCC;Steiniger Tackle ;Rocky Tackle;150;Dieses Pokemon fügt auch sich selbst 50 Schadenspunkte zu.;Pflanze;;2;ASR;85;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_085_R_DE_LG.png
Axantor;Kleavor;Phase 1 - Entwickelt sich aus Sichlor;Kampf;140;;;;CC;Baumspalter;Timber Cleave;;Wirf 2 Münzen. Zeigen beide Münzen Kopf, ist das Aktive Pokemon deines Gegners kampfunfähig.;FF;Berserkerwut ;Berserker Tackle;120;Dieses Pokemon fügt auch sich selbst 30 Schadenspunkte zu.;Pflanze;;2;ASR;86;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_086_R_DE_LG.png
Axantor V;Kleavor V;Basis;Kampf;210;;;;F;Zerschneider ;Cut;40;;FFC;Axthieb ;Axe Slash;150;Lege 1 Energie von diesem Pokemon auf deinen Ablagestapel. Wenn du das machst, lege 1 Energie vom Aktiven Pokemon deines Gegners auf seinen Ablagestapel.;Pflanze;;2;ASR;87;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_087_R_DE_LG.png
Hisui-Baldorfish;Hisuian Qwilfish;Basis;Finsternis;80;;;;C;Ramme ;Ram;10;;DC;Rolltackle ;Rolling Tackle;30;;Kampf;;1;ASR;88;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_088_R_DE_LG.png
Hisui-Baldorfish;Hisuian Qwilfish;Basis;Finsternis;80;;;;0;Stachelsturm ;Spiny Rush;10*;Wirf so lange 1 Münze, bis zum ersten Mal das Ergebnis Zahl kommt. Diese Attacke fügt 10 Schadenspunkte pro Kopf zu.;;;;;;Kampf;;2;ASR;89;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_089_R_DE_LG.png
Hisui-Myriador;Hisuian Overqwil;Phase 1 - Entwickelt sich aus Hisui-Baldorfish;Finsternis;130;;;;0;Peinigendes Gift;Tormenting Poison;;Das Aktive Pokemon deines Gegners ist jetzt vergiftet. Lege beim Pokemon-Check 5 Schadensmarken anstelle von 1 Schadensmarke auf jenes Pokemon.;DC;Aufspießen ;Pinning;50;Während des nächsten Zuges deines Gegners kann sich das Verteidigende Pokemon nicht zurückziehen.;Kampf;;2;ASR;90;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_090_R_DE_LG.png
Hisui-Myriador;Hisuian Overqwil;Phase 1 - Entwickelt sich aus Hisui-Baldorfish;Finsternis;130;;;;D;Niederträchtiger Druck ;Dirty Press;30+;Wenn du mindestens 3 [D]-Energien im Spiel hast, fügt diese Attacke 90 Schadenspunkte mehr zu.;DC;Durchbohren ;Pierce;70;;Kampf;;2;ASR;91;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_091_R_DE_LG.png
Hisui-Sniebel;Hisuian Sneasel;Basis;Finsternis;70;;;;C;Kratzer ;Scratch;10;;DC;Klauenschlitzer ;Claw Slash;30;;Kampf;;1;ASR;92;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_092_R_DE_LG.png
Hisui-Snieboss;Hisuian Sneasler;Phase 1 - Entwickelt sich aus Hisui-Sniebel;Finsternis;120;;Tragen und klettern;Solange sich dieses Pokemon auf deiner Bank befindet, verringern sich die Rückzugskosten deines Aktiven Pokemon um [C][C].;DC;Klauenschlitzer ;Claw Slash;60;;;;;;;Kampf;;1;ASR;93;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_093_R_DE_LG.png
Hisui-Snieboss V;Hisuian Sneasler V;Basis;Finsternis;190;;;;0;Giftkrallen;Poison Claws;;Das Aktive Pokemon deines Gegners ist jetzt vergiftet.;DC;Unheilsklauen ;Dire Claw;80*;Diese Attacke fügt für jeden Speziellen Zustand, von dem das Aktive Pokemon deines Gegners betroffen ist, 80 Schadenspunkte zu.;Kampf;;0;ASR;94;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_094_R_DE_LG.png
Fiffyen;Poochyena;Basis;Finsternis;60;;;;C;Nagen ;Gnaw;10;;CC;Vorwagen ;Slight Intrusion;30;Dieses Pokemon fügt auch sich selbst 10 Schadenspunkte zu.;Pflanze;;1;ASR;95;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_095_R_DE_LG.png
Magnayen;Mightyena;Phase 1 - Entwickelt sich aus Fiffyen;Finsternis;110;;Ehrgeiziges Bellen;Wenn dein Gegner mindestens 1 Pokemon-VMAX im Spiel hat, verringern sich die Kosten der Attacken dieses Pokemon um [C][C][C].;CCC;Wilder Tackle ;Wild Tackle;160;Dieses Pokemon fügt auch sich selbst 50 Schadenspunkte zu.;;;;;;Pflanze;;2;ASR;96;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_096_R_DE_LG.png
Absol;Absol;Basis;Finsternis;100;;;;D;Wirbelndes Desaster;Swirling Disaster;;Diese Attacke fügt jedem Pokemon deines Gegners 10 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);DC;Klauenreißer ;Claw Rend;50+;Wenn auf dem Aktiven Pokemon deines Gegners mindestens 1 Schadensmarke liegt, fügt diese Attacke 70 Schadenspunkte mehr zu.;Pflanze;;1;ASR;97;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_097_R_DE_LG.png
Darkrai V;Darkrai V;Basis;Finsternis;210;;;;DC;Wind der Finsternis ;Wind of Darkness;50;;DDC;Schlummerort ;Dark Void;130;Das Aktive Pokemon deines Gegners schläft jetzt.;Pflanze;;2;ASR;98;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_098_R_DE_LG.png
Darkrai VSTAR;Darkrai VSTAR;VSTAR - Entwickelt sich aus Darkrai V;Finsternis;270;;Sternenschlucht;Während deines Zuges kannst du bis zu 2 Itemkarten aus deinem Ablagestapel auf deine Hand nehmen. (Du kannst pro Spiel nur 1 VSTAR-Power einsetzen.);CC;Finsteraura ;Dark Pulse;30+;Diese Attacke fügt für jede an alle deine Pokemon angelegte [D]-Energie 30 Schadenspunkte mehr zu.;;;;;;Pflanze;;2;ASR;99;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_099_R_DE_LG.png
Hisui-Admurai;Hisuian Samurott;Phase 2 - Entwickelt sich aus Zwottronin;Finsternis;170;;Gewiefte Taktik;Du musst 1 Karte aus deiner Hand auf deinen Ablagestapel legen, um diese Fähigkeit einzusetzen. Einmal während deines Zuges kannst du 3 Karten ziehen.;DCC;Meister der Dunkelheit ;Dark Mastery;60+;Diese Attacke fügt für jede an alle deine Pokemon angelegte Energie 20 Schadenspunkte mehr zu.;;;;;;Pflanze;;2;ASR;100;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_100_R_DE_LG.png
Hisui-Admurai V;Hisuian Samurott V;Basis;Finsternis;220;;;;D;Kippender Korb;Basket Crash;;Lege bis zu 2 Pokemon-Ausrüstungen von Pokemon deines Gegners auf seinen Ablagestapel.;DDD;Schattenschlitzer ;Shadow Slash;180;Lege 1 Energie von diesem Pokemon auf deinen Ablagestapel.;Pflanze;;2;ASR;101;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_101_R_DE_LG.png
Hisui-Admurai VSTAR;Hisuian Samurott VSTAR;VSTAR - Entwickelt sich aus Hisui-Admurai V;Finsternis;270;;Mondspaltender Stern;Du kannst während deines Zuges 4 Schadensmarken auf 1 Pokemon deines Gegners legen. (Du kannst pro Spiel nur 1 VSTAR-Power einsetzen.);DD;Erbarmungslose Klinge ;Merciless Blade;110+;Wenn auf dem Aktiven Pokemon deines Gegners mindestens 1 Schadensmarke liegt, fügt diese Attacke 110 Schadenspunkte mehr zu.;;;;;;Pflanze;;2;ASR;102;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_102_R_DE_LG.png
Kleptifux;Nickit;Basis;Finsternis;60;;;;C;Rückwärtskick ;Rear Kick;10;;;;;;;Pflanze;;1;ASR;103;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_103_R_DE_LG.png
Gaunux;Thievul;Phase 1 - Entwickelt sich aus Kleptifux;Finsternis;100;;Verblüffen;Wenn dein Gegner 2 oder weniger verbleibende Preiskarten hat, verhindere jedes Mal, wenn dein Gegner 1 Unterstützerkarte aus seiner Hand spielt, alle Effekte jener Karte, die den Pokemon-V auf deiner Bank zugefügt werden.;DDC;Scharfe Fänge ;Sharp Fang;110;;;;;;;Pflanze;;1;ASR;104;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_104_R_DE_LG.png
Magnetilo;Magnemite;Basis;Metall;60;;;;C;Magnetfang;Magnetic Catch;;Mische bis zu 3 [M]-Energiekarten aus deinem Ablagestapel in dein Deck.;MC;Rollender Angriff ;Rolling Attack;30;;Feuer;Pflanze;1;ASR;105;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_105_R_DE_LG.png
Magneton;Magneton;Phase 1 - Entwickelt sich aus Magnetilo;Metall;90;;;;MC;Zurückprallen ;Bounce Back;50;Dein Gegner tauscht sein Aktives Pokemon gegen 1 Pokemon auf seiner Bank aus.;;;;;;Feuer;Pflanze;1;ASR;106;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_106_R_DE_LG.png
Magnezone;Magnezone;Phase 2 - Entwickelt sich aus Magneton;Metall;150;;Gigamagnet;Einmal während deines Zuges kannst du dir die obersten 6 Karten deines Decks anschauen und beliebig viele [M]-Energiekarten, die du dort findest, beliebig an deine Pokemon anlegen. Mische die anderen Karten zurück in dein Deck.;MCC;Power-Strahl ;Power Beam;120;;;;;;;Feuer;Pflanze;2;ASR;107;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_107_R_DE_LG.png
Registeel;Registeel;Basis;Metall;130;;;;C;Regi-Pforte;Regi Gate;;Durchsuche dein Deck nach 1 Basis-Pokemon und lege es auf deine Bank. Mische anschließend dein Deck.;;;;;Diese Attacke fügt für jedes [C] in den Rückzugskosten des Aktiven Pokemon deines Gegners 50 Schadenspunkte weniger zu.;Feuer;Pflanze;3;ASR;108;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_108_R_DE_LG.png
Schilterus;Shieldon;Phase 1 - Entwickelt sich aus;Metall;100;;;;MC;Harte Kopfnuss ;Hard Headbutt;30;Wirf 1 Münze. Verhindere bei Kopf während des nächsten Zuges deines Gegners allen Schaden durch und alle Effekte von Attacken, die diesem Pokemon zugefügt werden.;MMC;Konfrontieren ;Confront;100;;Feuer;Pflanze;3;ASR;109;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_109_R_DE_LG.png
Bollterus;Bastiodon;Phase 2 - Entwickelt sich aus Schilterus;Metall;160;;Festung der Urzeit;Deinen Pokemon werden durch Attacken von Pokemon-V deines Gegners 30 Schadenspunkte weniger zugefügt (nachdem Schwäche und Resistenz verrechnet wurden).;MMC;Eisentackle ;Iron Tackle;180;Dieses Pokemon fügt auch sich selbst 30 Schadenspunkte zu.;;;;;;Feuer;Pflanze;4;ASR;110;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_110_R_DE_LG.png
Bronzel;Bronzor;Basis;Metall;60;;;;MC;Metallpresse ;Metal Press;20;Wirf 1 Münze. Bei Kopf ist das Aktive Pokemon deines Gegners jetzt paralysiert.;;;;;;Feuer;Pflanze;1;ASR;111;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_111_R_DE_LG.png
Bronzong;Bronzong;Phase 1 - Entwickelt sich aus Bronzel;Metall;130;;Hitzeschutz;Verhindere allen Schaden, der diesem Pokemon durch Attacken von [R]-Pokemon deines Gegners zugefügt wird.;MCC;Einhämmern ;Hammer In;100;;;;;;;Feuer;Pflanze;3;ASR;112;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_112_R_DE_LG.png
Ur-Dialga V;Origin Forme Dialga V;Basis;Metall;220;;;;C;Metallbeschichtung;Metal Coating;;Lege bis zu 2 [M]-Energiekarten aus deinem Ablagestapel an dieses Pokemon an.;MMMC;Riss in der Zeit ;Temporal Rupture;180;;Feuer;Pflanze;2;ASR;113;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_113_R_DE_LG.png
Ur-Dialga VSTAR;Origin Forme Dialga VSTAR;VSTAR - Entwickelt sich aus Ur-Dialga V;Metall;280;;;;C;Metallexplosion ;Metal Blast;40+;Diese Attacke fügt für jede an dieses Pokemon angelegte [M]-Energie 40 Schadenspunkte mehr zu.;MMMMC;Sternenzeit ;Star Chronos;220;Du bist nach diesem Zug erneut am Zug. (Überspringe den Pokemon-Check.) (Du kannst pro Spiel nur 1 VSTAR-Power einsetzen.);Feuer;Pflanze;3;ASR;114;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_114_R_DE_LG.png
Gladiantri;Pawniard;Basis;Metall;60;;;;M;Waghalsiger Sturmangriff ;Reckless Charge;30;Dieses Pokemon fügt auch sich selbst 10 Schadenspunkte zu.;;;;;;Feuer;Pflanze;1;ASR;115;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_115_R_DE_LG.png
Caesurio;Bisharp;Phase 1 - Entwickelt sich aus Gladiantri;Metall;120;;;;M;Racheschnitt ;Vengeful Cut;30+;Diese Attacke fügt für jede Schadensmarke auf allen Gladiantri auf deiner Bank 30 Schadenspunkte mehr zu.;MCC;Schwertschneide ;Slicing Blade;90;;Feuer;Pflanze;2;ASR;116;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_116_R_DE_LG.png
Knakrack V;Garchomp V;Basis;Drache;200;;;;WFC;Drachenklaue ;Dragon Claw;120;;WFFC;Überschallschlag;Sonic Strike;;Lege 3 Energien von diesem Pokemon auf deinen Ablagestapel. Diese Attacke fügt 1 Pokemon deines Gegners 220 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);;;0;ASR;117;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_117_R_DE_LG.png
Regidrago;Regidrago;Basis;Drache;130;;Drachenhort;Einmal während deines Zuges, wenn dieses Pokemon in der Aktiven Position ist, kannst du so lange Karten ziehen, bis du 4 Karten auf deiner Hand hast. Du kannst die Fähigkeit Drachenhort nur einmal pro Zug einsetzen.;GRC;Riesenbeißer ;Giant Fangs;160;;;;;;;;;3;ASR;118;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_118_R_DE_LG.png
Evoli;Eevee;Basis;Farblos;50;;Mitreißende Entwicklung;Einmal während deines Zuges, wenn du ein Pokemon aus deiner Hand spielst, um 1 deiner anderen Evoli zu entwickeln, kannst du dein Deck nach 1 Karte, die sich aus diesem Pokemon entwickelt, durchsuchen und sie auf dieses Pokemon legen, um es zu entwickeln. Mische anschließend dein Deck.;CC;Tackle ;Tackle;20;;;;;;;Kampf;;1;ASR;119;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_119_R_DE_LG.png
