Name;Name EN;Kartentyp;Typ;KP;Entwickelt sich aus;Fähigkeit;Fähigkeit Text;Angriff 1 Kosten;Angriff 1 Name;Angriff 1 Name EN;Angriff 1 Schaden;Effekt 1;Angriff 2 Kosten;Angriff 2 Name;Angriff 2 Name EN;Angriff 2 Schaden;Effekt 2;Schwäche;Resistenz;Rückzug;Set;#;Regulation;Set Name;URL
Alola-Kokowei V;Alolan Exeggutor V;Pokemon Basis;Pflanze;240;;;;G;In die Höhe sprießen;Growing Tall;;Wirf 1 Münze. Durchsuche bei Kopf dein Deck nach bis zu 5 [G]-Energiekarten und lege sie beliebig an deine Pokemon an. Mische anschließend dein Deck.;CCC;Kopfschwung;Head Swing;;Diese Attacke fügt für jede an dieses Pokemon angelegte [G]-Energie 1 Pokemon deines Gegners 30 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);Feuer;keine;3;PGO;5;F;Pokemon GO (PGO);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PGO/PGO_005_R_DE_LG.png
Alola-Kokowei V;Alolan Exeggutor V;Pokemon Basis;Pflanze;240;;;;G;In die Höhe sprießen;Growing Tall;;Wirf 1 Münze. Durchsuche bei Kopf dein Deck nach bis zu 5 [G]-Energiekarten und lege sie beliebig an deine Pokemon an. Mische anschließend dein Deck.;CCC;Kopfschwung;Head Swing;;Diese Attacke fügt für jede an dieses Pokemon angelegte [G]-Energie 1 Pokemon deines Gegners 30 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);Feuer;keine;3;PGO;71;F;Pokemon GO (PGO);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PGO/PGO_071_R_DE_LG.png
Alola-Rattfratz;Alolan Rattata;Pokemon Basis;Finsternis;40;;;;CC;Hyperzahn ;Hyper Fang;50;Wirf 1 Münze. Bei Zahl hat diese Attacke keine Auswirkungen.;;;;;;Pflanze;keine;1;PGO;41;F;Pokemon GO (PGO);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PGO/PGO_041_R_DE_LG.png
Alola-Rattikarl;Alolan Raticate;Pokemon Phase 1;Finsternis;120; Alola-Rattfratz;;;D;Dampf machen;Chase Up;;Durchsuche dein Deck nach 1 Karte und nimm sie auf deine Hand. Mische anschließend dein Deck.;CCC;Superzahn;Super Fang;;Lege so lange Schadensmarken auf das Aktive Pokemon deines Gegners, bis seine verbleibenden KP gleich 10 sind.;Pflanze;keine;3;PGO;42;F;Pokemon GO (PGO);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PGO/PGO_042_R_DE_LG.png
Alpollo;Haunter;Pokemon Phase 1;Psycho;80; Nebulak;Seelenrückkehr;Wenn du dieses Pokemon aus deiner Hand spielst, um 1 deiner Pokemon während deines Zuges zu entwickeln, kannst du 1 Unterstützerkarte aus dem Ablagestapel deines Gegners auf seine Hand geben.;PC;Grummeln ;Mumble;30;;;;;;;Finsternis;Kampf;1;MEW;93;G;Pokemon 151 (MEW);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_093_R_DE_LG.png
Alpollo;Haunter;Pokemon Phase 1;Psycho;80; Nebulak;;;P;Irrlicht ;Will-O-Wisp;30;;;;;;;Finsternis;Kampf;1;CRE;56;E;Schaurige Herrschaft (CRE);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/CRE/CRE_056_R_DE_LG.png
Alpollo;Haunter;Pokemon Phase 1;Psycho;70; Nebulak;;;P;Verfluchter Fall;Cursed Drop;;Lege 3 Schadensmarken beliebig auf die Pokemon deines Gegners.;;;;;;Finsternis;Kampf;1;LOR;65;F;Verlorener Ursprung (LOR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_065_R_DE_LG.png
Alpollo;Haunter;Pokemon Phase 1;Finsternis;80; Nebulak;;;DC;Dunkler Schlummer ;Dark Slumber;40;Das Aktive Pokemon deines Gegners schläft jetzt.;;;;;;Kampf;keine;1;PAF;56;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_056_R_DE_LG.png
Alpollo;Haunter;Pokemon Phase 1;Finsternis;90; Nebulak;;;DD;Super-Gifthauch ;Super Poison Breath;30;Das Aktive Pokemon deines Gegners ist jetzt vergiftet.;;;;;;Kampf;keine;1;TEF;103;H;Gewalten der Zeit (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_103_R_DE_LG.png
Altaria;Altaria;Pokemon Phase 1;Drache;90; Wablu;Lockgesang;Einmal während deines Zuges kannst du dein Deck nach 1 Unterstützerkarte durchsuchen, sie deinem Gegner zeigen, dein Deck mischen und jene Karte anschließend darauflegen.;WM;Gleiten ;Glide;60;;;;;;;keine;keine;0;CRZ;GG19;E;Zenit der Könige (CRZ);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/CRZ/CRZ_GG19_R_DE_LG.png
Altaria;Altaria;Pokemon Phase 1;Drache;90; Wablu;Lockgesang;Einmal während deines Zuges kannst du dein Deck nach 1 Unterstützerkarte durchsuchen, sie deinem Gegner zeigen, dein Deck mischen und jene Karte anschließend darauflegen.;WM;Gleiten ;Glide;60;;;;;;;keine;keine;0;EVS;106;E;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_106_R_DE_LG.png
Altaria;Altaria;Pokemon Phase 1;Drache;120; Wablu;;;C;Gleiten ;Glide;30;;WM;Beruhigendes Wiegenlied ;Soothing Lullaby;110;Das Aktive Pokemon deines Gegners schläft jetzt. Beim Pokemon-Check wirft dein Gegner 2 Münzen anstelle von 1. Zeigt mindestens 1 Zahl, schläft jenes Pokemon weiter.;keine;keine;1;OBF;160;G;Obsidianflammen (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_160_R_DE_LG.png
Altaria;Altaria;Pokemon Phase 1;Farblos;110; Wablu;;;CC;Magisches Echo;Magical Echo;;Verschiebe alle Schadensmarken von 1 Pokemon auf deiner Bank auf das Aktive Pokemon deines Gegners.;CCC;Peitschender Wind ;Blasting Wind;90;;Elektro;Kampf;1;SIT;143;F;Silberne Sturmwinde (SIT);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SIT/SIT_143_R_DE_LG.png
Altaria;Altaria;Pokemon Phase 1;Farblos;110; Wablu;;;CC;Magisches Echo;Magical Echo;;Verschiebe alle Schadensmarken von 1 Pokemon auf deiner Bank auf das Aktive Pokemon deines Gegners.;CCC;Peitschender Wind ;Blasting Wind;90;;Elektro;Kampf;1;SIT;TG11;F;Silberne Sturmwinde (SIT);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SIT/SIT_TG11_R_DE_LG.png
Altaria-ex;Altaria ex;Pokemon Phase 1;Drache;260; Wablu;Heilendes Gesumme;Einmal während deines Zuges kannst du 20 Schadenspunkte bei jedem deiner Pokemon heilen.;WM;Sanfte Welle ;Light Pulse;140;Verhindere während des nächsten Zuges deines Gegners alle Effekte der von den Pokemon deines Gegners eingesetzten Attacken, die diesem Pokemon zugefügt werden. (Schaden ist kein Effekt.);;;;;;keine;keine;1;PAR;140;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_140_R_DE_LG.png
Altaria-ex;Altaria ex;Pokemon Phase 1;Drache;260; Wablu;Heilendes Gesumme;Einmal während deines Zuges kannst du 20 Schadenspunkte bei jedem deiner Pokemon heilen.;WM;Sanfte Welle ;Light Pulse;140;Verhindere während des nächsten Zuges deines Gegners alle Effekte der von den Pokemon deines Gegners eingesetzten Attacken, die diesem Pokemon zugefügt werden. (Schaden ist kein Effekt.);;;;;;keine;keine;1;PAR;232;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_232_R_DE_LG.png
Altaria-ex;Altaria ex;Pokemon Phase 1;Drache;260; Wablu;Heilendes Gesumme;Einmal während deines Zuges kannst du 20 Schadenspunkte bei jedem deiner Pokemon heilen.;WM;Sanfte Welle ;Light Pulse;140;Verhindere während des nächsten Zuges deines Gegners alle Effekte der von den Pokemon deines Gegners eingesetzten Attacken, die diesem Pokemon zugefügt werden. (Schaden ist kein Effekt.);;;;;;keine;keine;1;PAR;253;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_253_R_DE_LG.png
Amalias Entschluss;Zinnia's Resolve;Trainer - Unterstützer;;;;;Du kannst diese Karte nur spielen, wenn du 2 andere Karten aus deiner Hand auf deinen Ablagestapel legst.Ziehe 1 Karte für jedes Pokemon deines Gegners im Spiel.;;;;;;;;;;;Elektro;Kampf;0;EVS;164;E;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_164_R_DE_LG.png
Amalias Entschluss;Zinnia's Resolve;Trainer - Unterstützer;;;;;Du kannst diese Karte nur spielen, wenn du 2 andere Karten aus deiner Hand auf deinen Ablagestapel legst.Ziehe 1 Karte für jedes Pokemon deines Gegners im Spiel.;;;;;;;;;;;keine;keine;2;EVS;203;E;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_203_R_DE_LG.png
Amalias Entschluss;Zinnia's Resolve;Trainer - Unterstützer;;;;;Du kannst diese Karte nur spielen, wenn du 2 andere Karten aus deiner Hand auf deinen Ablagestapel legst.Ziehe 1 Karte für jedes Pokemon deines Gegners im Spiel.;;;;;;;;;;;keine;keine;3;EVS;225;E;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_225_R_DE_LG.png
Ambidiffel;Ambipom;Pokemon Phase 1;Farblos;110; Griffel;Fieser Schweif;Wenn du dieses Pokemon aus deiner Hand spielst, um 1 deiner Pokemon während deines Zuges zu entwickeln, kannst du 2 Münzen werfen. Wähle pro Kopf 1 zufällige Karte aus der Hand deines Gegners. Dein Gegner zeigt dir jene Karten und mischt sie in sein Deck.;CCC;Sanfter Hieb ;Gentle Slap;100;;;;;;;Kampf;keine;1;TWM;138;H;Maskerade im Zwielicht (TWM);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TWM/TWM_138_R_DE_LG.png
Ambidiffel;Ambipom;Pokemon Phase 1;Farblos;90; Griffel;Primaten-Geschick;Wenn diesem Pokemon durch Attacken Schaden zugefügt wird, wirf 1 Münze. Verhindere jenen Schaden bei Kopf.;C;Volldampfwurf ;Full Tilt Fling;60*;Wirf für jede an dieses Pokemon angelegte Energie 1 Münze. Diese Attacke fügt 60 Schadenspunkte pro Kopf zu.;;;;;;Kampf;keine;1;PGO;57;F;Pokemon GO (PGO);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PGO/PGO_057_R_DE_LG.png
Ambidiffel;Ambipom;Pokemon Phase 1;Farblos;90; Griffel;;;C;Schnäppchenjagd;All-You-Can-Grab;;Wirf so lange 1 Münze, bis zum ersten Mal das Ergebnis Zahl kommt. Durchsuche dein Deck nach bis zu so vielen Karten, wie du Kopf geworfen hast, und nimm sie auf deine Hand. Mische anschließend dein Deck.;CC;Abschlag ;Knock Off;50;Lege 1 zufällige Karte aus der Hand deines Gegners auf seinen Ablagestapel.;Kampf;keine;1;LOR;145;F;Verlorener Ursprung (LOR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_145_R_DE_LG.png
Ambidiffel;Ambipom;Pokemon Phase 1;Farblos;100; Griffel;;;C;Sammeln;Collect;;Ziehe 2 Karten.;CCC;Handwurf ;Hand Fling;20*;Diese Attacke fügt für jede Karte auf deiner Hand 20 Schadenspunkte zu.;Kampf;keine;1;PAR;146;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_146_R_DE_LG.png
Amfira;Salazzle;Pokemon Phase 1;Feuer;90; Molunk;;;R;Perplex;Perplex;;Das Aktive Pokemon deines Gegners ist jetzt verwirrt.;CC;Höhnisches Rösten ;Derisive Roasting;90*;Diese Attacke fügt für jeden Speziellen Zustand, von dem das Aktive Pokemon deines Gegners betroffen ist, 90 Schadenspunkte zu.;Wasser;keine;1;BST;28;E;Kampfstile (BST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BST/BST_028_R_DE_LG.png
Amfira;Salazzle;Pokemon Phase 1;Feuer;120; Molunk;;;C;Schweiftrick ;Tail Trickery;20;Das Aktive Pokemon deines Gegners ist jetzt verwirrt.;RC;Super-Versengung ;Super Singe;60;Das Aktive Pokemon deines Gegners ist jetzt verbrannt.;Wasser;keine;1;CRZ;28;F;Zenit der Könige (CRZ);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/CRZ/CRZ_028_R_DE_LG.png
Amfira;Salazzle;Pokemon Phase 1;Finsternis;120; Molunk;;;D;Würgegas ;Suffocating Gas;40;;DC;Sanfter Hieb ;Gentle Slap;70;;Kampf;keine;1;OBF;140;G;Obsidianflammen (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_140_R_DE_LG.png
Amfira;Salazzle;Pokemon Phase 1;Feuer;120; Molunk;;;CC;Plötzliche Versengung;Sudden Scorching;;Dein Gegner legt 1 Karte aus seiner Hand auf seinen Ablagestapel. Wenn sich dieses Pokemon während dieses Zuges aus Molunk entwickelt hat, legt dein Gegner 2 Karten mehr auf seinen Ablagestapel.;RCC;Flammenwurf ;Flamethrower;130;Lege 1 Energie von diesem Pokemon auf deinen Ablagestapel.;Wasser;keine;1;SCR;24;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_024_R_DE_LG.png
Amonitas;Omanyte;Pokemon Phase 1;Wasser;100;;;;WW;Tentakelrückkehr ;Tentacular Return;50;Gib deinem Gegner 1 an sein Aktives Pokemon angelegte Energie auf seine Hand.;;;;;;Elektro;keine;2;MEW;138;G;Pokemon 151 (MEW);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_138_R_DE_LG.png
Amonitas;Omanyte;Pokemon Phase 1;Wasser;100;;;;WW;Tentakelrückkehr ;Tentacular Return;50;Gib deinem Gegner 1 an sein Aktives Pokemon angelegte Energie auf seine Hand.;;;;;;Elektro;keine;2;MEW;180;G;Pokemon 151 (MEW);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_180_R_DE_LG.png
Amoroso;Omastar;Pokemon Phase 2;Wasser;150; Amonitas;Primordiale Tentakel;Solange dieses Pokemon in der Aktiven Position ist, kann sich das Aktive Pokemon deines Gegners nicht zurückziehen.;WW;Wasserteiler ;Aqua Split;90;Diese Attacke fügt auch 2 Pokemon auf der Bank deines Gegners 30 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);;;;;;Elektro;keine;3;MEW;139;G;Pokemon 151 (MEW);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_139_R_DE_LG.png
Amoroso V;Omastar V;Pokemon Basis;Wasser;190;;;;C;Urzeitliches Geleit;Primal Guidance;;Durchsuche dein Deck nach bis zu 2 Pokemon, die sich aus einer Itemkarte entwickeln, bei der â€žFossilâ€œ zum Namen gehört, und lege sie auf deine Bank. Mische anschließend dein Deck.;WCC;Tentakelgriff ;Tentacle Lock;110;Wenn das Verteidigende Pokemon ein Entwicklungs-Pokemon ist, kann es während des nächsten Zuges deines Gegners nicht angreifen.;Elektro;keine;1;SIT;35;F;Silberne Sturmwinde (SIT);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SIT/SIT_035_R_DE_LG.png
Amoroso V;Omastar V;Pokemon Basis;Wasser;190;;;;C;Urzeitliches Geleit;Primal Guidance;;Durchsuche dein Deck nach bis zu 2 Pokemon, die sich aus einer Itemkarte entwickeln, bei der â€žFossilâ€œ zum Namen gehört, und lege sie auf deine Bank. Mische anschließend dein Deck.;WCC;Tentakelgriff ;Tentacle Lock;110;Wenn das Verteidigende Pokemon ein Entwicklungs-Pokemon ist, kann es während des nächsten Zuges deines Gegners nicht angreifen.;Elektro;keine;1;SIT;174;F;Silberne Sturmwinde (SIT);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SIT/SIT_174_R_DE_LG.png
Ampharos;Ampharos;Pokemon Phase 2;Elektro;160; Waaty;;;L;Donnerschock ;Thunder Shock;50;Wirf 1 Münze. Bei Kopf ist das Aktive Pokemon deines Gegners jetzt paralysiert.;LC;Suchlichtschweif ;Searchlight Tail;90+;Dein Gegner zeigt dir seine Handkarten. Wenn du dort mindestens 1 Energiekarte findest, fügt diese Attacke 90 Schadenspunkte mehr zu.;Kampf;keine;2;CRE;49;E;Schaurige Herrschaft (CRE);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/CRE/CRE_049_R_DE_LG.png
Ampharos;Ampharos;Pokemon Phase 2;Elektro;150; Waaty;;;L;Donnerschock ;Thunder Shock;40;Wirf 1 Münze. Bei Kopf ist das Aktive Pokemon deines Gegners jetzt paralysiert.;LLLC;Zerquetschende Elektronen ;Electron Crush;100+;Du kannst 3 [L]-Energien von diesem Pokemon auf deinen Ablagestapel legen. Wenn du das machst, fügt diese Attacke 120 Schadenspunkte mehr zu.;Kampf;keine;2;EVS;56;E;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_056_R_DE_LG.png
Ampharos;Ampharos;Pokemon Phase 2;Elektro;160; Waaty;;;LC;Stromball ;Electric Ball;110;;;;;;;Kampf;keine;2;SVP;109;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_109_R_DE_LG.png
Ampharos V;Ampharos V;Pokemon Basis;Elektro;210;;;;LC;Blendende Explosion ;Dazzle Blast;50;Das Aktive Pokemon deines Gegners ist jetzt verwirrt.;LLC;Funkenschaden ;Damaging Spark;120;Diese Attacke fügt auch jedem Pokemon auf der Bank deines Gegners, auf dem mindestens 1 Schadensmarke liegt, 30 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);Kampf;keine;3;VIV;49;D;Farbenschock (VIV);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/VIV/VIV_049_R_DE_LG.png
Ampharos V;Ampharos V;Pokemon Basis;Elektro;210;;;;LC;Blendende Explosion ;Dazzle Blast;50;Das Aktive Pokemon deines Gegners ist jetzt verwirrt.;LLC;Funkenschaden ;Damaging Spark;120;Diese Attacke fügt auch jedem Pokemon auf der Bank deines Gegners, auf dem mindestens 1 Schadensmarke liegt, 30 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);Kampf;keine;3;VIV;171;D;Farbenschock (VIV);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/VIV/VIV_171_R_DE_LG.png
Ampharos-ex;Ampharos ex;Pokemon Phase 2;Elektro;330; Waaty;;;L;Elektroball ;Electro Ball;60;;LCC;Gewitterschweif ;Thunderstrike Tail;140+;Du kannst 2 Energien von diesem Pokemon auf deinen Ablagestapel legen, sodass diese Attacke 100 Schadenspunkte mehr zufügt.;Kampf;keine;2;SVP;16;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_016_R_DE_LG.png
Amphizel;Frogadier;Pokemon Phase 1;Wasser;90; Froxy;;;WW;Beharken ;Strafe;40;Du kannst dieses Pokemon gegen 1 Pokemon auf deiner Bank austauschen.;;;;;;Elektro;keine;1;OBF;57;G;Obsidianflammen (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_057_R_DE_LG.png
Amphizel;Frogadier;Pokemon Phase 1;Wasser;90; Froxy;;;WC;Wellenplatscher ;Wave Splash;40;;;;;;;Elektro;keine;1;SCR;40;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_040_R_DE_LG.png
Amphizel;Frogadier;Pokemon Phase 1;Wasser;90; Froxy;;;W;Betäubendes Wasser ;Numbing Water;20;Wirf 1 Münze. Bei Kopf ist das Aktive Pokemon deines Gegners jetzt paralysiert.;;;;;;Elektro;keine;1;TWM;57;H;Maskerade im Zwielicht (TWM);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TWM/TWM_057_R_DE_LG.png
Amulett der Tapferkeit;Bravery Charm;Trainer - Ausrüstung;;;;;Das Basis-Pokemon, an das diese Karte angelegt ist, erhält +50 KP.;;;;;;;;;;;Elektro;Kampf;1;PAL;173;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_173_R_DE_LG.png
Amulett der Tapferkeit;Bravery Charm;Trainer - Ausrüstung;;;;;Das Basis-Pokemon, an das diese Karte angelegt ist, erhält +50 KP.;;;;;;;;;;;Kampf;keine;2;SCR;175;G;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_175_R_DE_LG.png
Amura;Dendra;Trainer - Unterstützer;;;;;Lege 1 Karte aus deiner Hand unter dein Deck. Wenn du das machst, ziehe so lange Karten, bis du 5 Karten auf deiner Hand hast. (Wenn du keine anderen Karten auf deiner Hand hast, kannst du diese Karte nicht einsetzen.);;;;;;;;;;;Elektro;Kampf;1;PAL;179;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_179_R_DE_LG.png
Amura;Dendra;Trainer - Unterstützer;;;;;Lege 1 Karte aus deiner Hand unter dein Deck. Wenn du das machst, ziehe so lange Karten, bis du 5 Karten auf deiner Hand hast. (Wenn du keine anderen Karten auf deiner Hand hast, kannst du diese Karte nicht einsetzen.);;;;;;;;;;;Elektro;Kampf;1;PAL;250;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_250_R_DE_LG.png
Amura;Dendra;Trainer - Unterstützer;;;;;Lege 1 Karte aus deiner Hand unter dein Deck. Wenn du das machst, ziehe so lange Karten, bis du 5 Karten auf deiner Hand hast. (Wenn du keine anderen Karten auf deiner Hand hast, kannst du diese Karte nicht einsetzen.);;;;;;;;;;;Elektro;Kampf;1;PAL;266;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_266_R_DE_LG.png
Anissa;Shauntal;Trainer - Unterstützer;;;;;Wirf 1 Münze. Wechsle bei Kopf 1 Pokemon von der Bank deines Gegners in die Aktive Position ein. Tausche bei Zahl dein Aktives Pokemon gegen 1 Pokemon auf deiner Bank aus.;;;;;;;;;;;Elektro;Kampf;2;PAR;174;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_174_R_DE_LG.png
Anissa;Shauntal;Trainer - Unterstützer;;;;;Wirf 1 Münze. Wechsle bei Kopf 1 Pokemon von der Bank deines Gegners in die Aktive Position ein. Tausche bei Zahl dein Aktives Pokemon gegen 1 Pokemon auf deiner Bank aus.;;;;;;;;;;;Elektro;Kampf;1;PAR;243;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_243_R_DE_LG.png
Anorith;Anorith;Pokemon Phase 1;Kampf;90;;;;CC;Fossilabwurf ;Fossil Drop;30+;Du kannst 1 Unbekanntes Fossil-Karte aus deiner Hand auf deinen Ablagestapel legen. Wenn du das machst, fügt diese Attacke 120 Schadenspunkte mehr zu.;;;;;;Pflanze;keine;1;SIT;95;F;Silberne Sturmwinde (SIT);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SIT/SIT_095_R_DE_LG.png
Antiker Altbernstein;Antique Old Amber;Trainer - Item;;;;;Spiele diese Karte, als ob sie ein Basis-[C]-Pokemon mit 60 KP wäre. Diese Karte kann von keinen Speziellen Zuständen betroffen werden und sich nicht zurückziehen.Du kannst diese Karte jederzeit während deines Zuges aus dem Spiel nehmen und auf deinen Ablagestapel legen.Ability: BernsteinschutzVerhindere alle Effekte von Fähigkeiten der Pokemon deines Gegners, die diesem Pokemon zugefügt werden.;;;;;;;;;;;Finsternis;Kampf;0;MEW;154;G;Pokemon 151 (MEW);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_154_R_DE_LG.png
Antikes Domfossil;Antique Dome Fossil;Trainer - Item;;;;;Spiele diese Karte, als ob sie ein Basis-[C]-Pokemon mit 60 KP wäre. Diese Karte kann von keinen Speziellen Zuständen betroffen werden und sich nicht zurückziehen.Du kannst diese Karte jederzeit während deines Zuges aus dem Spiel nehmen und auf deinen Ablagestapel legen.Ability: DomrüstungDiesem Pokemon werden durch Attacken 30 Schadenspunkte weniger zugefügt (nachdem Schwäche und Resistenz verrechnet wurden).;;;;;;;;;;;Finsternis;Kampf;0;MEW;152;G;Pokemon 151 (MEW);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_152_R_DE_LG.png
Antikes Helixfossil;Antique Helix Fossil;Trainer - Item;;;;;Spiele diese Karte, als ob sie ein Basis-[C]-Pokemon mit 60 KP wäre. Diese Karte kann von keinen Speziellen Zuständen betroffen werden und sich nicht zurückziehen.Du kannst diese Karte jederzeit während deines Zuges aus dem Spiel nehmen und auf deinen Ablagestapel legen.Ability: HelixschwallSolange dieses Pokemon in der Aktiven Position ist, kann dein Gegner keine Stadionkarten aus seiner Hand spielen.;;;;;;;;;;;Finsternis;Kampf;0;MEW;153;G;Pokemon 151 (MEW);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_153_R_DE_LG.png
Antikes Schildfossil;Antique Cover Fossil;Trainer - Item;;;;Schutzabdeckung;"Spiele diese Karte, als ob sie ein Basis-[C]-Pokemon mit 60 KP wäre. Diese Karte kann von keinen Speziellen Zuständen betroffen werden und sich nicht zurückziehen.Du kannst diese Karte jederzeit während deines Zuges aus dem Spiel nehmen und auf deinen Ablagestapel legen.

                            

                        Fähigkeit: 
                         Schutzabdeckung                     

                         Verhindere alle Effekte der von Pokemon deines Gegners eingesetzten Attacken, die diesem Pokemon zugefügt werden. (Schaden ist kein Effekt.)";;;;;;;;;;;Kampf;keine;2;SCR;129;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_129_R_DE_LG.png
